Requirement_ID,Requirement,Sub_Feature_ID,Sub_Feature,Test_Case_ID,Test_Case_Name,Feature_Description,Verification_Goal,Stimuli,Test_Type,Coverage_Method,Covergroup_Binding,Assertion_Binding,Sequence_Binding,Criteria_Pass_Fail,Priority,RTL_Reference,Spec_Reference,Status,Implementation_Stage,Implementation_Artifact,Implementation_Notes
PTW-SPEC-IMPORT-L1D-SVA-PTW-002,ptw_l1dtlb_cmplt 的 ptw_l1tlb_id[2:0] 必须命中 WFC/WFI 或 exception entry；stale id 不得 install 或 consume。,L1D-SVA-PTW-002,13.21.11 L1DTLB consumer-side SVA 更新要求,L1D-SVA-PTW-002,L1D-SVA-PTW-002,ptw_l1dtlb_cmplt 的 ptw_l1tlb_id[2:0] 必须命中 WFC/WFI 或 exception entry；stale id 不得 install 或 consume。,ptw_l1dtlb_cmplt 的 ptw_l1tlb_id[2:0] 必须命中 WFC/WFI 或 exception entry；stale id 不得 install 或 consume。,L1DTLB stale id tests,Assertion,Assertion + cover property,L1DTLB stale id tests,L1D-SVA-PTW-002,,ptw_l1dtlb_cmplt 的 ptw_l1tlb_id[2:0] 必须命中 WFC/WFI 或 exception entry；stale id 不得 install 或 consume。,P0,mmu/rtl/mmu_l1dtlb.sv; mmu/rtl/mmu_l1dtlb_install.sv; mmu/rtl/mmu_l1dtlb_expt_cam.sv,doc/ptw_uvm_review/ptwspec.md:2349,Planned/Assertion Spec,PTW-SVA-Spec-Import,doc/ptw_uvm_review/ptwspec.md,Imported from heading '13.21.11 L1DTLB consumer-side SVA 更新要求'. Source row: SVA ID=L1D-SVA-PTW-002 | Priority=P0 | 断言要求=ptw_l1dtlb_cmplt 的 ptw_l1tlb_id[2:0] 必须命中 WFC/WFI 或 exception entry；stale id 不得 install 或 consume。 | 绑定测试点=L1DTLB stale id tests
PTW-SPEC-IMPORT-L1D-SVA-PTW-003,PTW page fault 与 access fault 写入 expt CAM 时互斥，fault class 不丢失。,L1D-SVA-PTW-003,13.21.11 L1DTLB consumer-side SVA 更新要求,L1D-SVA-PTW-003,L1D-SVA-PTW-003,PTW page fault 与 access fault 写入 expt CAM 时互斥，fault class 不丢失。,PTW page fault 与 access fault 写入 expt CAM 时互斥，fault class 不丢失。,TC-PTWREF-CMPLT-*,Assertion,Assertion + cover property,TC-PTWREF-CMPLT-*,L1D-SVA-PTW-003,,PTW page fault 与 access fault 写入 expt CAM 时互斥，fault class 不丢失。,P0,mmu/rtl/mmu_l1dtlb.sv; mmu/rtl/mmu_l1dtlb_install.sv; mmu/rtl/mmu_l1dtlb_expt_cam.sv,doc/ptw_uvm_review/ptwspec.md:2350,Planned/Assertion Spec,PTW-SVA-Spec-Import,doc/ptw_uvm_review/ptwspec.md,Imported from heading '13.21.11 L1DTLB consumer-side SVA 更新要求'. Source row: SVA ID=L1D-SVA-PTW-003 | Priority=P0 | 断言要求=PTW page fault 与 access fault 写入 expt CAM 时互斥，fault class 不丢失。 | 绑定测试点=TC-PTWREF-CMPLT-*
PTW-SPEC-IMPORT-L1D-SVA-PTW-004,L1DTLB install 的 vpn/ppn/pgs/flg 与 PTW source-side monitor 捕获的同 type/id refill 一致。,L1D-SVA-PTW-004,13.21.11 L1DTLB consumer-side SVA 更新要求,L1D-SVA-PTW-004,L1D-SVA-PTW-004,L1DTLB install 的 vpn/ppn/pgs/flg 与 PTW source-side monitor 捕获的同 type/id refill 一致。,L1DTLB install 的 vpn/ppn/pgs/flg 与 PTW source-side monitor 捕获的同 type/id refill 一致。,PTW-ADD-032/034,Assertion,Assertion + cover property,PTW-ADD-032/034,L1D-SVA-PTW-004,,L1DTLB install 的 vpn/ppn/pgs/flg 与 PTW source-side monitor 捕获的同 type/id refill 一致。,P1,mmu/rtl/mmu_l1dtlb.sv; mmu/rtl/mmu_l1dtlb_install.sv; mmu/rtl/mmu_l1dtlb_expt_cam.sv,doc/ptw_uvm_review/ptwspec.md:2351,Planned/Assertion Spec,PTW-SVA-Spec-Import,doc/ptw_uvm_review/ptwspec.md,Imported from heading '13.21.11 L1DTLB consumer-side SVA 更新要求'. Source row: SVA ID=L1D-SVA-PTW-004 | Priority=P1 | 断言要求=L1DTLB install 的 vpn/ppn/pgs/flg 与 PTW source-side monitor 捕获的同 type/id refill 一致。 | 绑定测试点=PTW-ADD-032/034
PTW-SPEC-IMPORT-L1D-SVA-PTW-005,L1DTLB fault replay 对 LSU 返回 terminal response，不重新分配新的 PTW miss。,L1D-SVA-PTW-005,13.21.11 L1DTLB consumer-side SVA 更新要求,L1D-SVA-PTW-005,L1D-SVA-PTW-005,L1DTLB fault replay 对 LSU 返回 terminal response，不重新分配新的 PTW miss。,L1DTLB fault replay 对 LSU 返回 terminal response，不重新分配新的 PTW miss。,DTLB_MB_PGFLT_*、DTLB_ACCESS_FAULT_*,Assertion,Assertion + cover property,DTLB_MB_PGFLT_*、DTLB_ACCESS_FAULT_*,L1D-SVA-PTW-005,,L1DTLB fault replay 对 LSU 返回 terminal response，不重新分配新的 PTW miss。,P1,mmu/rtl/mmu_l1dtlb.sv; mmu/rtl/mmu_l1dtlb_install.sv; mmu/rtl/mmu_l1dtlb_expt_cam.sv,doc/ptw_uvm_review/ptwspec.md:2352,Planned/Assertion Spec,PTW-SVA-Spec-Import,doc/ptw_uvm_review/ptwspec.md,Imported from heading '13.21.11 L1DTLB consumer-side SVA 更新要求'. Source row: SVA ID=L1D-SVA-PTW-005 | Priority=P1 | 断言要求=L1DTLB fault replay 对 LSU 返回 terminal response，不重新分配新的 PTW miss。 | 绑定测试点=DTLB_MB_PGFLT_*、DTLB_ACCESS_FAULT_*
PTW-SPEC-IMPORT-MAEE-TP-001,MAEE=1，1G leaf,MAEE-TP-001,13.14 MAEE、Sysmap 与降级测试点最小矩阵,MAEE-TP-001,MAEE-TP-001,MAEE=1，1G leaf,refill 属性来自 raw PTE[63:59]，不查 sysmap。,MAEE=1，1G leaf,Requirement Traceability,Source-side scoreboard / monitor / SVA coverage,,,,refill 属性来自 raw PTE[63:59]，不查 sysmap。,P0/P1,mmu/rtl/twu.sv; mmu/rtl/ptw.sv; mmu/rtl/PDE_cache.sv,doc/ptw_uvm_review/ptwspec.md:1698,Planned/Spec-Imported,PTW-Spec-Traceability-Import,doc/ptw_uvm_review/ptwspec.md,Imported from heading '13.14 MAEE、Sysmap 与降级测试点最小矩阵'. Source row: Testpoint=MAEE-TP-001 | Required scenario=MAEE=1，1G leaf | Expected=refill 属性来自 raw PTE[63:59]，不查 sysmap。
PTW-SPEC-IMPORT-MAEE-TP-002,MAEE=1，2M leaf,MAEE-TP-002,13.14 MAEE、Sysmap 与降级测试点最小矩阵,MAEE-TP-002,MAEE-TP-002,MAEE=1，2M leaf,refill 属性来自 raw PTE[63:59]，不查 sysmap。,MAEE=1，2M leaf,Requirement Traceability,Source-side scoreboard / monitor / SVA coverage,,,,refill 属性来自 raw PTE[63:59]，不查 sysmap。,P0/P1,mmu/rtl/twu.sv; mmu/rtl/ptw.sv; mmu/rtl/PDE_cache.sv,doc/ptw_uvm_review/ptwspec.md:1699,Planned/Spec-Imported,PTW-Spec-Traceability-Import,doc/ptw_uvm_review/ptwspec.md,Imported from heading '13.14 MAEE、Sysmap 与降级测试点最小矩阵'. Source row: Testpoint=MAEE-TP-002 | Required scenario=MAEE=1，2M leaf | Expected=refill 属性来自 raw PTE[63:59]，不查 sysmap。
PTW-SPEC-IMPORT-MAEE-TP-003,MAEE=1，4K leaf,MAEE-TP-003,13.14 MAEE、Sysmap 与降级测试点最小矩阵,MAEE-TP-003,MAEE-TP-003,MAEE=1，4K leaf,refill 属性来自 raw PTE[63:59]，不查 sysmap。,MAEE=1，4K leaf,Requirement Traceability,Source-side scoreboard / monitor / SVA coverage,,,,refill 属性来自 raw PTE[63:59]，不查 sysmap。,P0/P1,mmu/rtl/twu.sv; mmu/rtl/ptw.sv; mmu/rtl/PDE_cache.sv,doc/ptw_uvm_review/ptwspec.md:1700,Planned/Spec-Imported,PTW-Spec-Traceability-Import,doc/ptw_uvm_review/ptwspec.md,Imported from heading '13.14 MAEE、Sysmap 与降级测试点最小矩阵'. Source row: Testpoint=MAEE-TP-003 | Required scenario=MAEE=1，4K leaf | Expected=refill 属性来自 raw PTE[63:59]，不查 sysmap。
PTW-SPEC-IMPORT-MAEE-TP-004,MAEE=0，1G 首尾同区,MAEE-TP-004,13.14 MAEE、Sysmap 与降级测试点最小矩阵,MAEE-TP-004,MAEE-TP-004,MAEE=0，1G 首尾同区,page_size 仍 1G，属性来自 sysmap，PPN 不降级。,MAEE=0，1G 首尾同区,Requirement Traceability,Source-side scoreboard / monitor / SVA coverage,,,,page_size 仍 1G，属性来自 sysmap，PPN 不降级。,P0/P1,mmu/rtl/twu.sv; mmu/rtl/ptw.sv; mmu/rtl/PDE_cache.sv,doc/ptw_uvm_review/ptwspec.md:1701,Planned/Spec-Imported,PTW-Spec-Traceability-Import,doc/ptw_uvm_review/ptwspec.md,Imported from heading '13.14 MAEE、Sysmap 与降级测试点最小矩阵'. Source row: Testpoint=MAEE-TP-004 | Required scenario=MAEE=0，1G 首尾同区 | Expected=page_size 仍 1G，属性来自 sysmap，PPN 不降级。
PTW-SPEC-IMPORT-MAEE-TP-005,MAEE=0，1G 首尾跨区，选中 2M 不跨区,MAEE-TP-005,13.14 MAEE、Sysmap 与降级测试点最小矩阵,MAEE-TP-005,MAEE-TP-005,MAEE=0，1G 首尾跨区，选中 2M 不跨区,"降级为 2M，PPN={pte.ppn[2],vpn[1],9'b0}，属性取降级 2M sysmap。",MAEE=0，1G 首尾跨区，选中 2M 不跨区,Requirement Traceability,Source-side scoreboard / monitor / SVA coverage,,,,"降级为 2M，PPN={pte.ppn[2],vpn[1],9'b0}，属性取降级 2M sysmap。",P0/P1,mmu/rtl/twu.sv; mmu/rtl/ptw.sv; mmu/rtl/PDE_cache.sv,doc/ptw_uvm_review/ptwspec.md:1702,Planned/Spec-Imported,PTW-Spec-Traceability-Import,doc/ptw_uvm_review/ptwspec.md,"Imported from heading '13.14 MAEE、Sysmap 与降级测试点最小矩阵'. Source row: Testpoint=MAEE-TP-005 | Required scenario=MAEE=0，1G 首尾跨区，选中 2M 不跨区 | Expected=降级为 2M，PPN={pte.ppn[2],vpn[1],9'b0}，属性取降级 2M sysmap。"
PTW-SPEC-IMPORT-MAEE-TP-006,MAEE=0，1G -> 2M 后仍跨区,MAEE-TP-006,13.14 MAEE、Sysmap 与降级测试点最小矩阵,MAEE-TP-006,MAEE-TP-006,MAEE=0，1G -> 2M 后仍跨区,"降级为 4K，PPN={pte.ppn[2],vpn[1],vpn[0]}，属性取最终 4K sysmap。",MAEE=0，1G -> 2M 后仍跨区,Requirement Traceability,Source-side scoreboard / monitor / SVA coverage,,,,"降级为 4K，PPN={pte.ppn[2],vpn[1],vpn[0]}，属性取最终 4K sysmap。",P0/P1,mmu/rtl/twu.sv; mmu/rtl/ptw.sv; mmu/rtl/PDE_cache.sv,doc/ptw_uvm_review/ptwspec.md:1703,Planned/Spec-Imported,PTW-Spec-Traceability-Import,doc/ptw_uvm_review/ptwspec.md,"Imported from heading '13.14 MAEE、Sysmap 与降级测试点最小矩阵'. Source row: Testpoint=MAEE-TP-006 | Required scenario=MAEE=0，1G -> 2M 后仍跨区 | Expected=降级为 4K，PPN={pte.ppn[2],vpn[1],vpn[0]}，属性取最终 4K sysmap。"
PTW-SPEC-IMPORT-MAEE-TP-007,MAEE=0，2M 首尾同区,MAEE-TP-007,13.14 MAEE、Sysmap 与降级测试点最小矩阵,MAEE-TP-007,MAEE-TP-007,MAEE=0，2M 首尾同区,page_size 仍 2M，属性来自 sysmap，PPN 不降级。,MAEE=0，2M 首尾同区,Requirement Traceability,Source-side scoreboard / monitor / SVA coverage,,,,page_size 仍 2M，属性来自 sysmap，PPN 不降级。,P0/P1,mmu/rtl/twu.sv; mmu/rtl/ptw.sv; mmu/rtl/PDE_cache.sv,doc/ptw_uvm_review/ptwspec.md:1704,Planned/Spec-Imported,PTW-Spec-Traceability-Import,doc/ptw_uvm_review/ptwspec.md,Imported from heading '13.14 MAEE、Sysmap 与降级测试点最小矩阵'. Source row: Testpoint=MAEE-TP-007 | Required scenario=MAEE=0，2M 首尾同区 | Expected=page_size 仍 2M，属性来自 sysmap，PPN 不降级。
PTW-SPEC-IMPORT-MAEE-TP-008,MAEE=0，2M 首尾跨区,MAEE-TP-008,13.14 MAEE、Sysmap 与降级测试点最小矩阵,MAEE-TP-008,MAEE-TP-008,MAEE=0，2M 首尾跨区,"降级为 4K，PPN={pte.ppn[2],pte.ppn[1],vpn[0]}，属性取最终 4K sysmap。",MAEE=0，2M 首尾跨区,Requirement Traceability,Source-side scoreboard / monitor / SVA coverage,,,,"降级为 4K，PPN={pte.ppn[2],pte.ppn[1],vpn[0]}，属性取最终 4K sysmap。",P0/P1,mmu/rtl/twu.sv; mmu/rtl/ptw.sv; mmu/rtl/PDE_cache.sv,doc/ptw_uvm_review/ptwspec.md:1705,Planned/Spec-Imported,PTW-Spec-Traceability-Import,doc/ptw_uvm_review/ptwspec.md,"Imported from heading '13.14 MAEE、Sysmap 与降级测试点最小矩阵'. Source row: Testpoint=MAEE-TP-008 | Required scenario=MAEE=0，2M 首尾跨区 | Expected=降级为 4K，PPN={pte.ppn[2],pte.ppn[1],vpn[0]}，属性取最终 4K sysmap。"
PTW-SPEC-IMPORT-MAEE-TP-009,MAEE=0，4K leaf,MAEE-TP-009,13.14 MAEE、Sysmap 与降级测试点最小矩阵,MAEE-TP-009,MAEE-TP-009,MAEE=0，4K leaf,不降级但必须查 sysmap，属性来自 final PPN 所在 region。,MAEE=0，4K leaf,Requirement Traceability,Source-side scoreboard / monitor / SVA coverage,,,,不降级但必须查 sysmap，属性来自 final PPN 所在 region。,P0/P1,mmu/rtl/twu.sv; mmu/rtl/ptw.sv; mmu/rtl/PDE_cache.sv,doc/ptw_uvm_review/ptwspec.md:1706,Planned/Spec-Imported,PTW-Spec-Traceability-Import,doc/ptw_uvm_review/ptwspec.md,Imported from heading '13.14 MAEE、Sysmap 与降级测试点最小矩阵'. Source row: Testpoint=MAEE-TP-009 | Required scenario=MAEE=0，4K leaf | Expected=不降级但必须查 sysmap，属性来自 final PPN 所在 region。
PTW-SPEC-IMPORT-MAEE-TP-010,降级路径,MAEE-TP-010,13.14 MAEE、Sysmap 与降级测试点最小矩阵,MAEE-TP-010,MAEE-TP-010,降级路径,不访问下一级页表；权限、G、RSW、A/D/U/X/W/R/V 来自原始 leaf PTE。,降级路径,Requirement Traceability,Source-side scoreboard / monitor / SVA coverage,,,,不访问下一级页表；权限、G、RSW、A/D/U/X/W/R/V 来自原始 leaf PTE。,P0/P1,mmu/rtl/twu.sv; mmu/rtl/ptw.sv; mmu/rtl/PDE_cache.sv,doc/ptw_uvm_review/ptwspec.md:1707,Planned/Spec-Imported,PTW-Spec-Traceability-Import,doc/ptw_uvm_review/ptwspec.md,Imported from heading '13.14 MAEE、Sysmap 与降级测试点最小矩阵'. Source row: Testpoint=MAEE-TP-010 | Required scenario=降级路径 | Expected=不访问下一级页表；权限、G、RSW、A/D/U/X/W/R/V 来自原始 leaf PTE。
PTW-SPEC-IMPORT-MAEE-TP-011,1G/2M PPN misaligned 且 MAEE=0,MAEE-TP-011,13.14 MAEE、Sysmap 与降级测试点最小矩阵,MAEE-TP-011,MAEE-TP-011,1G/2M PPN misaligned 且 MAEE=0,先 page fault，不查 sysmap，不降级。,1G/2M PPN misaligned 且 MAEE=0,Requirement Traceability,Source-side scoreboard / monitor / SVA coverage,,,,先 page fault，不查 sysmap，不降级。,P0/P1,mmu/rtl/twu.sv; mmu/rtl/ptw.sv; mmu/rtl/PDE_cache.sv,doc/ptw_uvm_review/ptwspec.md:1708,Planned/Spec-Imported,PTW-Spec-Traceability-Import,doc/ptw_uvm_review/ptwspec.md,Imported from heading '13.14 MAEE、Sysmap 与降级测试点最小矩阵'. Source row: Testpoint=MAEE-TP-011 | Required scenario=1G/2M PPN misaligned 且 MAEE=0 | Expected=先 page fault，不查 sysmap，不降级。
PTW-SPEC-IMPORT-MAEE-TP-012,MAEE 在 sysmap/degrade 中途改变,MAEE-TP-012,13.14 MAEE、Sysmap 与降级测试点最小矩阵,MAEE-TP-012,MAEE-TP-012,MAEE 在 sysmap/degrade 中途改变,最终 refill 仍按进入 sysmap/degrade 时的 MAEE=0 路径，不回退到 PTE 属性。,MAEE 在 sysmap/degrade 中途改变,Requirement Traceability,Source-side scoreboard / monitor / SVA coverage,,,,最终 refill 仍按进入 sysmap/degrade 时的 MAEE=0 路径，不回退到 PTE 属性。,P0/P1,mmu/rtl/twu.sv; mmu/rtl/ptw.sv; mmu/rtl/PDE_cache.sv,doc/ptw_uvm_review/ptwspec.md:1709,Planned/Spec-Imported,PTW-Spec-Traceability-Import,doc/ptw_uvm_review/ptwspec.md,Imported from heading '13.14 MAEE、Sysmap 与降级测试点最小矩阵'. Source row: Testpoint=MAEE-TP-012 | Required scenario=MAEE 在 sysmap/degrade 中途改变 | Expected=最终 refill 仍按进入 sysmap/degrade 时的 MAEE=0 路径，不回退到 PTE 属性。
PTW-SPEC-IMPORT-MAEE-TP-013,sysmap flag order,MAEE-TP-013,13.14 MAEE、Sysmap 与降级测试点最小矩阵,MAEE-TP-013,MAEE-TP-013,sysmap flag order,"refill 扩展属性顺序固定 {So,C,B,Sh,Sec}。",sysmap flag order,Requirement Traceability,Source-side scoreboard / monitor / SVA coverage,,,,"refill 扩展属性顺序固定 {So,C,B,Sh,Sec}。",P0/P1,mmu/rtl/twu.sv; mmu/rtl/ptw.sv; mmu/rtl/PDE_cache.sv,doc/ptw_uvm_review/ptwspec.md:1710,Planned/Spec-Imported,PTW-Spec-Traceability-Import,doc/ptw_uvm_review/ptwspec.md,"Imported from heading '13.14 MAEE、Sysmap 与降级测试点最小矩阵'. Source row: Testpoint=MAEE-TP-013 | Required scenario=sysmap flag order | Expected=refill 扩展属性顺序固定 {So,C,B,Sh,Sec}。"
PTW-SPEC-IMPORT-MBUF-TP-001,IUTLB 和 TWU 同拍写 mbuf,MBUF-TP-001,13.13 Mbuf、LSU 与 abort 类测试点最小矩阵,MBUF-TP-001,MBUF-TP-001,IUTLB 和 TWU 同拍写 mbuf,IUTLB 优先，使用 entry8；DTLB/PFU 使用 entry0-7。,IUTLB 和 TWU 同拍写 mbuf,Requirement Traceability,Source-side scoreboard / monitor / SVA coverage,,,,IUTLB 优先，使用 entry8；DTLB/PFU 使用 entry0-7。,P0/P1,mmu/rtl/ptw_mbuf.sv; mmu/rtl/mbuf_entry.sv; mmu/rtl/ptw.sv,doc/ptw_uvm_review/ptwspec.md:1681,Planned/Spec-Imported,PTW-Spec-Traceability-Import,doc/ptw_uvm_review/ptwspec.md,Imported from heading '13.13 Mbuf、LSU 与 abort 类测试点最小矩阵'. Source row: Testpoint=MBUF-TP-001 | Required scenario=IUTLB 和 TWU 同拍写 mbuf | Expected=IUTLB 优先，使用 entry8；DTLB/PFU 使用 entry0-7。
PTW-SPEC-IMPORT-MBUF-TP-002,DTLB/PFU 多次写 entry0-7,MBUF-TP-002,13.13 Mbuf、LSU 与 abort 类测试点最小矩阵,MBUF-TP-002,MBUF-TP-002,DTLB/PFU 多次写 entry0-7,指针 one-hot 左移轮转，不覆盖未释放 entry。,DTLB/PFU 多次写 entry0-7,Requirement Traceability,Source-side scoreboard / monitor / SVA coverage,,,,指针 one-hot 左移轮转，不覆盖未释放 entry。,P0/P1,mmu/rtl/ptw_mbuf.sv; mmu/rtl/mbuf_entry.sv; mmu/rtl/ptw.sv,doc/ptw_uvm_review/ptwspec.md:1682,Planned/Spec-Imported,PTW-Spec-Traceability-Import,doc/ptw_uvm_review/ptwspec.md,Imported from heading '13.13 Mbuf、LSU 与 abort 类测试点最小矩阵'. Source row: Testpoint=MBUF-TP-002 | Required scenario=DTLB/PFU 多次写 entry0-7 | Expected=指针 one-hot 左移轮转，不覆盖未释放 entry。
PTW-SPEC-IMPORT-MBUF-TP-003,LSU request valid 拉高,MBUF-TP-003,13.13 Mbuf、LSU 与 abort 类测试点最小矩阵,MBUF-TP-003,MBUF-TP-003,LSU request valid 拉高,PA 和 request valid 保持到 lsu_mmu_data_vld 或 bus error。,LSU request valid 拉高,Requirement Traceability,Source-side scoreboard / monitor / SVA coverage,,,,PA 和 request valid 保持到 lsu_mmu_data_vld 或 bus error。,P0/P1,mmu/rtl/ptw_mbuf.sv; mmu/rtl/mbuf_entry.sv; mmu/rtl/ptw.sv,doc/ptw_uvm_review/ptwspec.md:1683,Planned/Spec-Imported,PTW-Spec-Traceability-Import,doc/ptw_uvm_review/ptwspec.md,Imported from heading '13.13 Mbuf、LSU 与 abort 类测试点最小矩阵'. Source row: Testpoint=MBUF-TP-003 | Required scenario=LSU request valid 拉高 | Expected=PA 和 request valid 保持到 lsu_mmu_data_vld 或 bus error。
PTW-SPEC-IMPORT-MBUF-TP-004,多 entry 等待 LSU,MBUF-TP-004,13.13 Mbuf、LSU 与 abort 类测试点最小矩阵,MBUF-TP-004,MBUF-TP-004,多 entry 等待 LSU,PTW->LSU 单 outstanding，无 tag，无合法 OOO response。,多 entry 等待 LSU,Requirement Traceability,Source-side scoreboard / monitor / SVA coverage,,,,PTW->LSU 单 outstanding，无 tag，无合法 OOO response。,P0/P1,mmu/rtl/ptw_mbuf.sv; mmu/rtl/mbuf_entry.sv; mmu/rtl/ptw.sv,doc/ptw_uvm_review/ptwspec.md:1684,Planned/Spec-Imported,PTW-Spec-Traceability-Import,doc/ptw_uvm_review/ptwspec.md,Imported from heading '13.13 Mbuf、LSU 与 abort 类测试点最小矩阵'. Source row: Testpoint=MBUF-TP-004 | Required scenario=多 entry 等待 LSU | Expected=PTW->LSU 单 outstanding，无 tag，无合法 OOO response。
PTW-SPEC-IMPORT-MBUF-TP-005,normal data 返回且 CHK ready,MBUF-TP-005,13.13 Mbuf、LSU 与 abort 类测试点最小矩阵,MBUF-TP-005,MBUF-TP-005,normal data 返回且 CHK ready,data+vpn/type/id/lvl/twu_idx 送对应 CHK，entry 释放。,normal data 返回且 CHK ready,Requirement Traceability,Source-side scoreboard / monitor / SVA coverage,,,,data+vpn/type/id/lvl/twu_idx 送对应 CHK，entry 释放。,P0/P1,mmu/rtl/ptw_mbuf.sv; mmu/rtl/mbuf_entry.sv; mmu/rtl/ptw.sv,doc/ptw_uvm_review/ptwspec.md:1685,Planned/Spec-Imported,PTW-Spec-Traceability-Import,doc/ptw_uvm_review/ptwspec.md,Imported from heading '13.13 Mbuf、LSU 与 abort 类测试点最小矩阵'. Source row: Testpoint=MBUF-TP-005 | Required scenario=normal data 返回且 CHK ready | Expected=data+vpn/type/id/lvl/twu_idx 送对应 CHK，entry 释放。
PTW-SPEC-IMPORT-MBUF-TP-006,normal data 返回但 CHK not ready,MBUF-TP-006,13.13 Mbuf、LSU 与 abort 类测试点最小矩阵,MBUF-TP-006,MBUF-TP-006,normal data 返回但 CHK not ready,data 寄存到 entry，置 get，ready 后一次性送 CHK，不重复发 LSU。,normal data 返回但 CHK not ready,Requirement Traceability,Source-side scoreboard / monitor / SVA coverage,,,,data 寄存到 entry，置 get，ready 后一次性送 CHK，不重复发 LSU。,P0/P1,mmu/rtl/ptw_mbuf.sv; mmu/rtl/mbuf_entry.sv; mmu/rtl/ptw.sv,doc/ptw_uvm_review/ptwspec.md:1686,Planned/Spec-Imported,PTW-Spec-Traceability-Import,doc/ptw_uvm_review/ptwspec.md,Imported from heading '13.13 Mbuf、LSU 与 abort 类测试点最小矩阵'. Source row: Testpoint=MBUF-TP-006 | Required scenario=normal data 返回但 CHK not ready | Expected=data 寄存到 entry，置 get，ready 后一次性送 CHK，不重复发 LSU。
PTW-SPEC-IMPORT-MBUF-TP-007,bus error 返回,MBUF-TP-007,13.13 Mbuf、LSU 与 abort 类测试点最小矩阵,MBUF-TP-007,MBUF-TP-007,bus error 返回,不进 CHK，不 page fault，不 refill，不 update PDE；写 access exception 成功后 entry 释放。,bus error 返回,Requirement Traceability,Source-side scoreboard / monitor / SVA coverage,,,,不进 CHK，不 page fault，不 refill，不 update PDE；写 access exception 成功后 entry 释放。,P0/P1,mmu/rtl/ptw_mbuf.sv; mmu/rtl/mbuf_entry.sv; mmu/rtl/ptw.sv,doc/ptw_uvm_review/ptwspec.md:1687,Planned/Spec-Imported,PTW-Spec-Traceability-Import,doc/ptw_uvm_review/ptwspec.md,Imported from heading '13.13 Mbuf、LSU 与 abort 类测试点最小矩阵'. Source row: Testpoint=MBUF-TP-007 | Required scenario=bus error 返回 | Expected=不进 CHK，不 page fault，不 refill，不 update PDE；写 access exception 成功后 entry 释放。
PTW-SPEC-IMPORT-MBUF-TP-008,bus error 与 TWU access/page/refill 并发,MBUF-TP-008,13.13 Mbuf、LSU 与 abort 类测试点最小矩阵,MBUF-TP-008,MBUF-TP-008,bus error 与 TWU access/page/refill 并发,顶层 access fault 优先；LSU bus error access fault 优先于 TWU access fault。,bus error 与 TWU access/page/refill 并发,Requirement Traceability,Source-side scoreboard / monitor / SVA coverage,,,,顶层 access fault 优先；LSU bus error access fault 优先于 TWU access fault。,P0/P1,mmu/rtl/ptw_mbuf.sv; mmu/rtl/mbuf_entry.sv; mmu/rtl/ptw.sv,doc/ptw_uvm_review/ptwspec.md:1688,Planned/Spec-Imported,PTW-Spec-Traceability-Import,doc/ptw_uvm_review/ptwspec.md,Imported from heading '13.13 Mbuf、LSU 与 abort 类测试点最小矩阵'. Source row: Testpoint=MBUF-TP-008 | Required scenario=bus error 与 TWU access/page/refill 并发 | Expected=顶层 access fault 优先；LSU bus error access fault 优先于 TWU access fault。
